date,total_energy_kwh,session_count,unique_stations_used
2020-06-03,196.331,28,14
2020-06-04,221.529,26,13
2020-06-05,329.21,26,19
2020-06-06,278.08,31,19
2020-06-07,488.206,45,17
2020-06-08,235.623,26,14
2020-06-09,169.012,23,13
2020-06-10,327.861,27,16
2020-06-11,311.742,39,19
2020-06-12,361.83,35,19
2020-06-13,297.718,29,18
2020-06-14,307.553,42,20
2020-06-15,289.361,33,15
2020-06-16,282.671,31,19
2020-06-17,368.452,32,21
2020-06-18,257.582,32,17
2020-06-19,630.121,61,24
2020-06-20,499.848,38,17
2020-06-21,458.775,52,21
2020-06-22,347.0,43,23
2020-06-23,368.75100000000003,34,17
2020-06-24,381.895,38,20
2020-06-25,214.433,25,16
2020-06-26,477.307,44,23
2020-06-27,419.973,36,18
2020-06-28,340.011,41,16
2020-06-29,346.742,27,16
2020-06-30,449.37600000000003,41,20
2020-07-01,342.262,38,18
2020-07-02,307.612,33,18
2020-07-03,391.952,50,20
2020-07-04,211.162,23,16
2020-07-05,326.243,42,17
2020-07-06,330.204,37,16
2020-07-07,246.373,32,15
2020-07-08,378.873,35,16
2020-07-09,338.83,35,16
2020-07-10,314.089,31,18
2020-07-11,282.556,33,18
2020-07-12,331.757,45,15
2020-07-13,203.416,25,14
2020-07-14,346.614,35,16
2020-07-15,239.00900000000001,25,13
2020-07-16,219.852,23,15
2020-07-17,363.686,43,19
2020-07-18,310.056,34,16
2020-07-19,401.199,51,18
2020-07-20,404.054,40,19
2020-07-21,229.073,32,16
2020-07-22,253.208,27,15
2020-07-23,315.653,29,15
2020-07-24,382.619,36,18
2020-07-25,340.074,38,17
2020-07-26,323.366,53,18
2020-07-27,452.7,34,18
2020-07-28,306.263,28,16
2020-07-29,268.171,34,17
2020-07-30,326.447,36,16
2020-07-31,493.386,41,20
2020-08-01,299.939,27,15
2020-08-02,228.178,41,17
2020-08-03,316.297,30,16
2020-08-04,234.651,30,16
2020-08-05,343.646,35,17
2020-08-06,319.251,29,17
2020-08-07,336.305,36,18
2020-08-08,305.668,34,15
2020-08-09,312.575,47,20
2020-08-10,350.203,35,16
2020-08-11,412.227,39,19
2020-08-12,276.914,29,17
2020-08-13,314.958,36,15
2020-08-14,400.773,40,18
2020-08-15,389.519,39,17
2020-08-16,354.271,41,16
2020-08-17,413.687,36,18
2020-08-18,376.815,40,16
2020-08-19,337.116,28,16
2020-08-20,407.548,37,19
2020-08-21,398.267,39,18
2020-08-22,381.647,30,19
2020-08-23,308.53499999999997,34,15
2020-08-24,330.19599999999997,32,16
2020-08-25,418.833,39,17
2020-08-26,281.036,38,21
2020-08-27,252.922,25,14
2020-08-28,398.822,43,18
2020-08-29,365.154,33,17
2020-08-30,481.28700000000003,53,20
2020-08-31,383.468,31,18
2020-09-01,332.687,28,15
2020-09-02,407.755,43,18
2020-09-03,283.594,34,16
2020-09-04,350.368,37,16
2020-09-05,389.68399999999997,37,17
2020-09-06,419.522,48,16
2020-09-07,313.357,28,15
2020-09-08,321.111,25,14
2020-09-09,357.825,32,18
2020-09-10,254.775,28,13
2020-09-11,263.413,34,17
2020-09-12,179.869,17,11
2020-09-13,245.06,35,16
2020-09-14,342.284,29,13
2020-09-15,350.0,34,17
2020-09-16,380.27,36,17
2020-09-17,381.252,35,17
2020-09-18,428.338,42,20
2020-09-19,617.72,61,22
2020-09-20,545.758,65,23
2020-09-21,278.621,27,14
2020-09-22,240.068,37,20
2020-09-23,430.305,46,19
2020-09-24,406.635,33,16
2020-09-25,579.942,54,19
2020-09-26,400.58,46,18
2020-09-27,368.202,47,20
2020-09-28,510.495,41,19
2020-09-29,246.943,31,18
2020-09-30,507.678,44,19
2020-10-01,506.129,40,21
2020-10-02,523.322,45,21
2020-10-03,339.683,42,18
2020-10-04,604.866,55,20
2020-10-05,484.305,42,17
2020-10-06,313.765,32,16
2020-10-07,535.9,48,18
2020-10-08,360.359,38,19
2020-10-09,376.46999999999997,33,18
2020-10-10,520.202,48,21
2020-10-11,317.669,47,18
2020-10-12,376.677,30,17
2020-10-13,269.802,34,17
2020-10-14,348.644,36,19
2020-10-15,394.839,40,19
2020-10-16,598.551,44,18
2020-10-17,404.703,48,18
2020-10-18,500.617,53,20
2020-10-19,400.303,40,18
2020-10-20,331.574,33,17
2020-10-21,382.664,46,21
2020-10-22,424.634,40,18
2020-10-23,400.522,44,16
2020-10-24,425.15,48,20
2020-10-25,526.884,68,21
2020-10-26,348.854,33,16
2020-10-27,400.329,35,16
2020-10-28,469.882,42,18
2020-10-29,459.75100000000003,49,18
2020-10-30,621.448,50,19
2020-10-31,323.921,42,18
2020-11-01,481.245,53,20
2020-11-02,275.639,22,14
2020-11-03,329.155,40,19
2020-11-04,381.332,34,18
2020-11-05,300.843,31,14
2020-11-06,251.099,34,15
2020-11-07,380.01,36,14
2020-11-08,330.375,44,15
2020-11-09,501.88599999999997,40,16
2020-11-10,420.26800000000003,38,16
2020-11-11,306.868,31,16
2020-11-12,463.681,39,18
2020-11-13,442.109,37,17
2020-11-14,401.565,32,15
2020-11-15,311.842,47,19
2020-11-16,362.487,29,15
2020-11-17,374.942,29,13
2020-11-18,347.865,34,17
2020-11-19,362.111,36,14
2020-11-20,357.054,35,15
2020-11-21,344.021,36,17
2020-11-22,230.69099999999997,36,15
2020-11-23,263.21,27,16
2020-11-24,374.692,32,14
2020-11-25,382.84999999999997,28,12
2020-11-26,198.796,19,13
2020-11-27,330.475,26,17
2020-11-28,373.501,33,17
2020-11-29,343.312,42,13
2020-11-30,395.884,34,17
2020-12-01,385.021,36,17
2020-12-02,391.707,34,18
2020-12-03,523.182,36,16
2020-12-04,283.746,26,17
2020-12-05,271.928,36,17
2020-12-06,433.516,47,17
2020-12-07,385.162,27,13
2020-12-08,241.698,22,15
2020-12-09,324.942,35,17
2020-12-10,384.056,26,16
2020-12-11,305.436,25,15
2020-12-12,360.063,28,13
2020-12-13,257.006,32,20
2020-12-14,294.67,30,16
2020-12-15,377.909,33,18
2020-12-16,255.175,27,15
2020-12-17,446.047,30,18
2020-12-18,518.51,32,17
2020-12-19,166.386,21,14
2020-12-20,254.589,33,14
2020-12-21,292.183,34,17
2020-12-22,358.522,29,17
2020-12-23,276.591,29,15
2020-12-24,178.923,19,12
2020-12-25,67.816,8,5
2020-12-26,166.335,21,12
2020-12-27,172.209,22,14
2020-12-28,196.47,23,14
2020-12-29,343.638,32,18
2020-12-30,259.94100000000003,22,13
